id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
96,6,3,0,4,0,5,2,0.13948647150448568,2,2,1,0.5948647150448567,7,1,0,11,4,20.69059966739958,14.546119272494138,4378.8410850449345,0.1,65,0.07,243.26714856789658,300.87018112607734,0.45256764247757164,1,2,7,0.08138376580538281,24,41,11,13,30,22.971552633308164,16,True
857,14,9,3,7,11,17,5,0.12381135607708792,8,2,2,0.587245216298834,29,1,0,35,0,55.13906614081374,25.50135607294598,34483.015478307985,0.4538113560770879,242,0.04,1915.7208745806156,1368.800334870472,0.23264143093980466,4,8,25,0.07433964226504884,93,148,32,17,70,33.26483985131005,42,True
331,10,14,2,3,8,24,7,0.21719441319308241,11,2,3,0.45673340833660225,28,1,0,34,0,21.416211848643258,29.37748547045819,18437.183283905728,0.20528055868069175,122,0.035280558680691756,1024.2858187086324,628.0124886590338,0.1258416760420753,6,12,22,0.1471944131930824,45,77,15,19,58,25.845029059083622,37,True
1052,8,2,5,2,4,2,1,0.19431634300703687,0,1,1,0.8422138723372224,9,1,0,9,0,41.94888381137076,5.675703105124257,1115.496767465225,0.06565580657611114,46,0.19218602192037043,61.97320232633295,208.3637187380573,1.0,0,1,9,0.11128376273537026,15,31,12,8,26,39.19517706236927,11,True
383,11,3,8,7,7,4,2,0.1413919528538878,2,2,1,0.793040235730561,13,1,0,9,0,43.00285316441555,8.205971107454571,2515.561920624041,0.1093040235730561,66,0.1293040235730561,139.7518303476135,322.642180396086,0.5,1,2,13,0.06897436699772146,22,43,17,11,37,50.15068971820421,16,True
109,5,3,4,1,4,5,2,0.20403643177413672,2,2,2,0.8513998126211241,10,1,0,10,0,28.650191942708336,4.367849137835477,520.1735889803485,0.03549696401882194,29,0.23298178411293166,28.89953339579296,121.09269775367042,0.423448388319973,1,2,9,0.11853946775531476,10,18,9,7,24,37.316471739275016,12,True
640,6,5,0,4,2,9,3,0.2313345493785599,4,2,1,0.5076051073899516,11,1,0,11,0,12.045475598573322,18.076891933019127,3469.1913824177464,0.06773309012428802,46,0.057733090124288025,192.73403983150695,199.47200390996667,0.2990676395028479,2,4,9,0.13,17,28,6,12,26,38.660932062511606,15,True
646,9,14,2,12,5,20,7,0.1716023101874287,6,2,2,0.3399013569864122,28,5,0,32,0,25.66990007941967,33.54353428213132,27741.588740065316,0.2757764943403174,161,0.03315529886806348,1541.1999003312178,835.0722294365415,0.5969926656523182,6,10,22,0.13160231018742868,64,97,17,18,61,34.57690833386309,44,True
713,3,6,1,2,0,7,3,0.37250286026804796,2,3,1,0.5,8,3,0,7,0,18.149400027345422,9.138378289308255,1515.3532182368804,0.058625143013402395,38,0.11,84.18742190210969,165.82678431064397,0.9312571506701199,2,3,7,0.2507520021876336,14,23,8,11,15,27.250286026804794,10,True
1166,0,5,1,0,0,8,3,0.19579723719123554,4,2,1,0.4067294377860013,9,1,0,15,2,16.806271197620937,11.20486503659647,2110.8845439036495,0.06,44,0.09,117.27442887076543,188.34460781792816,0.33,2,4,8,0.14902699268070604,17,26,8,10,20,1.8798712257570311,15,True
1207,7,3,0,0,3,5,2,0.11641954380387334,2,2,1,0.6604885950968336,8,1,0,19,0,47.58001920908977,9.915989527907776,3999.879783233674,0.14074136858838,85,0.10395114049031665,222.21090015430434,425.23884837747624,0.4454338776670766,1,2,8,0.06641954380387334,35,49,20,10,33,14.198500310936982,20,True
482,20,7,7,8,16,12,4,0.12540121064900248,6,2,3,0.7950100887416874,21,1,0,25,0,46.48546481478533,17.69670883695293,11039.705843861471,0.22739717515232752,123,0.06639919290066501,613.3156355907263,681.815132477962,0.25,3,6,19,0.06540121064900249,50,73,27,16,73,39.28178951163258,33,True
1098,21,15,8,4,10,25,8,0.2251687942698751,11,2,4,0.6159704155531961,34,1,0,31,0,42.78423830480536,14.750295844468038,9251.107249600147,0.20815400204647316,119,0.06926160081858927,513.948098488988,628.6344742253714,0.13,7,12,28,0.11332279631634828,41,77,22,16,69,32.20868246888064,35,True
1197,4,3,1,1,1,4,2,0.16257226050251544,2,2,2,1.0,5,1,0,12,0,17.685692572921255,6.930636014357583,782.7612319369368,0.040693639856424164,30,0.15138727971284832,43.48722483089706,116.55727879833248,0.5,1,2,5,0.10395954021536374,10,20,6,8,20,14.747341606087844,13,True
819,21,11,1,4,14,16,6,0.10128942230995792,6,2,4,0.7453818957552595,31,5,0,51,0,51.438764515702665,29.38051912339411,41941.735097123914,0.48365801461009816,281,0.03311842961500701,2330.0973979439136,1453.0177372000862,0.8440785192496494,5,8,27,0.06128942230995793,91,190,21,14,94,28.326214518859047,56,True
793,22,5,1,23,18,8,3,0.04105971612440465,4,2,2,0.6656728258253477,11,1,0,54,0,74.39755179526216,38.83605176671114,111599.00362299253,0.9573507096889884,481,0.029911690322966276,6199.947418593491,2879.043537738102,0.32788056775119073,2,4,10,0.020794787093303485,192,289,44,18,122,43.77544134239208,78,True
566,22,19,2,14,14,36,10,0.138882848904609,18,2,7,0.727765697809218,41,1,0,62,0,46.84320944562016,35.79635788947921,59323.25537539822,0.5545229642400833,322,0.03,3295.7335078386686,1663.739425222852,0.14362325257876907,9,18,33,0.08888284890460897,101,221,21,14,115,32.30582426682058,76,True
290,6,2,2,1,2,2,1,0.22122299543122784,1,1,1,1.0,6,1,0,5,0,24.459639073445373,4.925649148312587,635.7590340638865,0.03891773992500386,31,0.2058116950562471,35.32111757355342,124.25323379669145,0.7364717490625482,0,1,6,0.11959960531873362,11,19,7,7,18,34.008108641266034,7,True
193,19,10,4,13,8,15,5,0.16161082941197627,6,2,3,0.6521730125004496,21,4,0,23,0,30.304333120442376,20.353375249290593,11148.716990914547,0.18468104852904157,108,0.054194585294011874,619.3730766713963,565.9097125018847,0.7691785132368278,4,7,18,0.09265947573547922,41,67,18,17,66,47.71375667714351,36,True
1020,7,6,1,1,3,9,3,0.1626398314802958,4,2,3,0.9261309077024884,13,1,0,21,1,26.824911374689428,13.13174239758763,4337.890006965191,0.11030731520430394,73,0.07515365760215198,240.99009582505875,337.6685189565137,0.29736016851970426,2,4,12,0.0971788586738399,25,47,12,12,37,15.486508923777809,22,True
1111,16,5,2,10,15,8,3,0.05220928612487479,4,2,2,0.871453221060434,12,1,0,52,2,92.98183632606344,35.48052739509449,115002.37416732653,1.0881975043111853,520,0.03,6389.019155942595,3262.636478345648,0.33,2,4,11,0.03220928612487479,229,291,59,18,98,30.96867992294491,63,True
719,4,3,0,1,0,5,2,0.1790088395061432,2,2,1,0.4286300543208869,7,1,0,12,0,17.41445063704022,13.799305619751392,3250.329257352859,0.08,55,0.07419823209877137,180.5751709333207,236.62832652840805,0.4286300543208869,1,2,7,0.12160353580245728,15,39,7,12,21,13.434153856794971,14,True
459,9,10,2,5,6,15,5,0.13659907005923638,7,2,3,0.5407741863018318,22,1,0,38,1,28.10378018386493,26.17631281021143,18560.285769095524,0.23922581369816817,139,0.04,1031.127396797327,718.3371990852627,0.18592627866855,3,7,18,0.0916497675148091,47,92,17,18,62,23.60488375740455,43,True
556,13,13,2,9,13,23,7,0.12010034124122257,10,2,2,0.3032441411189133,28,2,0,42,3,24.98555356943135,63.29371014343845,87352.49071538764,0.4768562001223093,287,0.013344482360135843,4852.918560739838,1430.806826091902,0.3032441411189133,6,11,22,0.0734113765209509,112,174,16,16,85,31.18535243558767,52,True
559,9,14,2,5,10,25,7,0.17567070357692469,12,2,4,0.7832219338525418,30,1,0,36,0,41.071603518481474,27.90010476724341,30532.47103166398,0.3713414071538494,213,0.03261178392948745,1696.2488756270668,1111.791379189683,0.1908942714358996,6,12,24,0.11305891964743724,67,146,20,16,64,29.649995386615647,42,True
798,12,22,1,12,11,38,11,0.215530803838803,17,2,1,0.17121887168032648,45,3,0,40,0,59.529620878457415,23.195805788865837,31817.670299566933,0.455530803838803,248,0.039593709439891184,1767.6530565438695,1375.0941154619693,0.2642201696038087,10,19,36,0.1463433849590206,80,168,29,16,79,37.00369585538242,53,True
239,7,1,3,1,3,0,1,0.17901540949453362,0,0,1,1.0,4,1,0,4,0,21.739324823898727,2.056346309340835,89.49288321593248,0.01943653690659165,14,0.490421127412058,4.971826845329582,43.985766431864974,1.0,0,0,5,0.05450770474726681,3,10,3,4,19,50.56346309340835,5,True
828,7,14,1,4,8,20,7,0.33744650674624393,6,2,2,0.34826879203422273,23,1,0,18,0,27.34056237311852,18.026590614686146,8823.235087548925,0.16322192760767942,96,0.05161096380383972,490.175372139596,490.441630698363,0.13161096380383971,6,10,17,0.19033421717696172,31,64,15,18,41,40.62827588349749,23,True
809,26,18,10,12,11,23,11,0.16092830852964182,11,2,9,0.823023897156786,41,1,0,59,0,45.89234410805305,31.812812396747493,42685.56817117384,0.461406251665363,225,0.03302389715678606,2371.421939350285,1378.638424276354,0.16257353176286543,6,11,32,0.10395220568642788,90,134,40,29,111,28.761507334524218,71,True
351,13,5,2,3,9,8,3,0.11149655080943363,4,2,2,0.7900229946037758,11,1,0,22,0,22.45514180005662,20.112432932405653,9038.377591329907,0.14650038324339626,95,0.05,502.1319494118717,450.12441876705293,0.3950114973018879,2,4,10,0.05749808378301868,37,58,12,13,50,36.82965444708869,26,True
249,16,13,8,12,8,22,7,0.1630730293073619,9,1,5,0.7334707166326471,29,1,0,30,0,46.62285602387202,18.282277688079546,13633.66007518722,0.25884309445578435,153,0.05422993485157754,757.4264571376178,781.9787338230149,0.28117859940319956,6,11,23,0.10268980455473263,55,97,22,13,69,38.192125764221146,42,True
194,17,4,8,3,7,7,2,0.13770295289311382,3,2,1,0.6309501991829348,16,1,0,17,1,35.23885774320606,11.865986759296092,4721.101928482427,0.13851476446556904,80,0.08540590578622761,262.2846417836429,405.35198568835204,0.36904980081706523,1,3,16,0.06229704710688619,31,49,18,13,48,35.232549327666014,20,True
1085,22,15,7,10,9,17,10,0.17229741668178575,8,2,7,0.746482666182856,33,1,0,50,0,32.6482644855764,37.02402409665324,44028.27593379717,0.400810333272857,198,0.02770258331821425,2446.017003743351,1193.8665109986332,0.099189666727143,4,8,25,0.11,76,121,34,32,95,28.121558825380696,61,True
871,4,7,1,7,0,7,4,0.11483738147639194,3,2,2,0.47654247305007424,16,1,0,35,0,33.71224853892157,24.081092349585,19026.03404039833,0.2689611637882703,158,0.03862014547353378,1056.9968334201176,797.8946180043754,0.23068203662947295,1,3,14,0.09655825431759463,48,110,16,16,50,18.59411417061507,43,True
849,22,26,6,46,19,49,13,0.08724668476603223,24,2,4,0.3942885924592679,80,2,0,126,0,123.33862550850831,73.4328287878721,578398.0794376055,2.7308084838630746,1217,0.013275331523396779,32133.23053397838,8186.120986788052,0.21568063589774522,12,24,68,0.06379734781282578,531,686,82,22,216,34.991223546215416,172,True
711,5,14,1,4,3,21,7,0.2633626087611065,7,2,2,0.25946240797137143,25,5,0,25,1,15.166121067867689,31.61522822936824,14951.846620282398,0.16076247490128312,100,0.03,830.657064326357,475.30542871964406,0.6795502342546909,6,10,19,0.18488755856367273,39,61,10,16,42,25.48527470802063,30,True
938,21,16,4,7,12,26,8,0.12430268694172841,10,2,6,0.6730268694172842,37,7,0,63,0,47.82048444300521,30.377887022968387,42427.12479519399,0.47011880859209887,263,0.03215134347086421,2357.0614549900056,1414.3942616440127,0.855859987452098,7,13,30,0.08215134347086421,89,173,25,16,105,23.235271443854078,70,True
1265,6,3,1,1,2,4,2,0.13269509082949402,2,2,1,0.7836886353686754,8,1,0,13,0,35.172493767245534,11.472916079009359,3541.241789336426,0.11460981834101194,70,0.09163113646313246,196.73286143029875,340.4195156741647,0.5,1,2,8,0.07702131812212051,31,39,16,10,26,24.811658460818435,15,True
103,3,7,2,19,4,11,4,0.18654808300385017,5,2,3,0.8908652832691639,14,1,0,2,0,21.67075969038082,13.679490467719285,4057.1382660529384,0.1,65,0.07,225.3971766402562,296.50013745713267,0.41370207509625423,3,5,12,0.13654808300385018,22,42,10,12,30,92.02468216733428,21,True
1063,3,3,0,1,0,4,2,0.20145726561665464,2,2,1,0.9854273438334538,5,1,0,8,0,11.176100843886864,8.055376093432876,725.7545783248077,0.03,25,0.12912564063000723,40.31701816908597,90.00413521655017,0.5,1,2,5,0.12087435936999277,8,16,4,8,16,18.37877103011169,9,True
716,3,8,0,2,0,9,4,0.4934209328556991,2,4,1,0.2197372014329027,10,4,1,7,0,18.081710921576192,8.955131854431892,1449.4363068490497,0.050657906714430094,38,0.11,80.52434892051073,161.88974539410307,1.0,3,4,7,0.32605255971341945,13,24,8,11,15,20.65790671443009,10,True
1034,4,4,1,7,2,6,2,0.2364420774168724,3,2,1,0.3760969367826339,9,1,0,3,0,19.577231439799917,8.211158451662552,1311.264072347001,0.05,37,0.12457683096674896,72.85064074071119,160.0134860766473,0.3760969367826339,1,3,8,0.13,13,24,8,11,21,66.48521999615221,11,True
334,3,3,1,2,0,5,2,0.25827046284953914,2,2,2,0.863537362982604,6,1,0,7,0,18.644847015713363,4.7478149512650925,425.03433629192017,0.03,22,0.21172953715046083,23.611331059389855,88.93708925007337,0.4297010657789172,1,2,6,0.1665409256990783,8,13,7,8,14,22.366662179500217,9,True
294,7,2,0,3,6,2,1,0.10741669997224368,1,1,1,0.6881941668979694,5,1,0,11,0,20.9397079503192,12.80111066703675,3438.3535424373363,0.09,62,0.08,191.01984418077612,268.2244718285695,0.6881941668979694,0,1,5,0.048708349986121835,22,39,9,10,31,48.03639711629297,15,True
825,7,14,2,6,8,21,7,0.29361968169691827,8,2,3,0.5392285297491418,25,1,0,20,0,29.55694752561299,17.281534588847613,8723.381927649043,0.16948290261472596,102,0.05474145130736298,484.6281482833528,506.55424987899727,0.13474145130736298,6,10,20,0.17155129215582213,33,68,15,16,44,41.84916600987156,26,True
679,1,1,0,1,0,0,1,0.26174059305009945,0,0,1,1.0,1,1,0,2,0,11.201365874134293,2.71842994633166,82.15187749227957,0.01,10,0.37266212934368786,4.559726981081163,30.310581237070178,1.0,0,0,2,0.11293514826252486,3,7,2,4,8,30.136509459418505,3,True
1319,3,1,0,1,1,0,1,0.3240370050723079,0,0,1,1.0,1,1,0,2,0,11.983742690589217,2.9254625634038485,101.7321095730226,0.01,11,0.34267136422134575,5.650489885684236,34.7306149935652,1.0,0,0,2,0.09074537436596151,3,7,3,5,10,57.3911897191347,3,True
484,9,10,1,4,4,15,5,0.1830486621460455,6,2,2,0.3629890474665222,21,3,0,26,0,23.29628587235493,22.843416054247456,12162.901985004808,0.17347566892697724,104,0.04,675.7182267960611,532.3171066022423,0.5501192293590464,4,7,17,0.1291459864381365,44,60,17,17,46,25.226672672504876,31,True
200,4,5,1,16,5,8,3,0.1433365495822485,4,1,3,1.0,10,1,0,3,0,21.516673099164496,13.49334181253502,3918.9793950853796,0.09666695905293168,63,0.07333304094706831,217.7203368289773,290.38360145153837,0.4999780710301237,2,4,9,0.09666959052931684,21,41,10,13,31,85.06066050057268,19,True
1090,9,5,2,1,5,8,3,0.12408832541131877,3,2,1,0.49829033272461176,15,2,0,26,1,31.76009213523117,25.23247036199505,16504.289794989316,0.23497157952450645,141,0.0422649762339563,916.9073888922562,696.755272120121,0.6933755941510924,2,4,13,0.07591167458868124,59,81,16,13,45,15.956593981686549,27,True
869,8,5,3,2,4,9,3,0.12521952547949877,4,2,2,0.6548779657531327,15,1,0,24,0,23.618140177512572,21.64317289041855,7959.96813639964,0.13407315246568918,86,0.05239023726025062,442.2207812915097,407.97872859570793,0.32743898287656636,2,4,13,0.09212196616443612,32,53,12,13,42,21.065973891089847,26,True
1095,3,3,0,2,0,4,2,0.2870265464746308,2,2,1,0.5786814112585904,6,1,0,6,0,15.943238607813273,8.710522194502486,1104.1068178802416,0.03925663661865769,32,0.11851327323731539,61.33956608677401,131.2317593742071,0.7314159154664424,1,2,6,0.17314159154664424,11,20,6,9,13,27.314159154664424,8,True
751,6,4,1,1,1,7,2,0.2,3,2,1,0.6326494884739611,9,1,0,12,0,14.529366647654857,13.63404012293573,2557.9062154464896,0.06439417782659282,44,0.07659126673988922,142.1054799297324,190.54452206813605,0.3673505115260389,1,3,9,0.11780291108670359,16,28,7,11,23,17.766445712404707,13,True
538,29,6,11,16,25,10,3,0.11313741798791861,5,2,1,0.45629598824504264,24,1,0,19,0,66.32456817252921,13.559251353193961,10594.575974986585,0.276579285128562,146,0.07971670311648062,588.5908717605389,823.3618426943245,0.2705665937670388,2,5,22,0.053137417987918614,61,85,35,13,93,65.41851625889244,36,True
702,8,11,1,3,8,15,6,0.27300776259026455,4,2,2,0.4830149216332199,17,1,0,18,1,25.438817922664814,18.748648352773614,8922.919332956135,0.15689313437822375,96,0.05,495.71433189721466,476.2252072592726,0.24495402800572186,5,7,13,0.15029015005157975,33,62,14,16,42,39.453191650567376,22,True
89,37,20,1,17,41,37,10,0.1541683063464632,17,2,3,0.277127625576545,42,1,0,54,0,21.86554209699073,84.52444511979019,124138.51692467093,0.5257250726893519,304,0.011295931923008182,6896.5850607209595,1563.535946587214,0.09259186384601636,9,18,33,0.06805610211548774,104,199,13,20,153,52.6858691974018,72,True
1046,3,2,0,1,1,2,1,0.07808103487566509,0,0,1,0.91074757451016,3,1,0,22,0,49.229255463594114,13.740717140128202,8983.044271993287,0.22166977362094828,139,0.0764299029804064,499.05601787953265,661.970249911025,0.8964671864317856,0,1,3,0.05023054977769709,55,84,17,9,31,11.808103487566509,23,True
1091,12,7,4,2,5,12,4,0.12705280023861987,5,0,2,0.8210581328428369,17,1,0,27,0,48.0260501215084,13.835440001988498,9127.229403021747,0.22032746664015335,133,0.07516373332007668,507.0663648197259,661.1065769977188,0.5792447988466706,3,6,15,0.06869013343938661,50,82,20,11,49,19.563513631696672,29,True
935,3,4,1,8,2,6,2,0.1477017275371543,3,2,1,0.40581412637367537,9,1,0,9,0,17.105893722692297,11.946837087588072,2291.456496780982,0.06337896347770743,47,0.08891930898513828,127.30178744538459,196.58254580254464,0.40581412637367537,1,3,8,0.10216138202972344,14,32,6,11,26,50.28578308304361,17,True
1270,3,2,0,2,1,2,1,0.17,1,1,1,0.6534878120359915,4,1,0,7,0,13.8453487812036,6.570234126299224,603.1521784811921,0.03,25,0.15227902496287932,33.50810809999111,90.93290509270656,0.6534878120359915,0,1,5,0.10079073127784052,9,16,5,7,17,30.094653627041637,10,True
907,14,12,1,16,9,21,6,0.13517143129725676,10,2,2,0.2906171526701243,27,1,0,31,1,35.33286845803412,29.181234305340247,30081.82499585657,0.34496571374054863,199,0.03,1671.210836912727,1030.9461802523415,0.3633885458057866,5,10,22,0.09020571755670809,63,136,19,17,73,44.98590350752546,47,True
816,11,12,8,7,9,23,6,0.18967159287293617,11,2,5,0.8645976997788938,30,1,0,27,0,59.402594839592474,10.16893260231439,5969.64205822317,0.1967159287293616,113,0.09868637149174465,331.6515438294732,593.8403805507323,0.14623973541421295,5,11,25,0.11967159287293616,42,70,25,12,58,38.363497765433,35,True
591,10,7,3,15,5,11,4,0.12123243749989827,5,2,3,0.8969329562503358,16,1,0,15,0,87.22799643129994,12.508526731245087,12720.430946617738,0.34876756250010177,187,0.08063026875003051,706.6890449624437,1040.2188257315365,0.37819349375039674,3,5,13,0.07873946249993896,68,119,33,12,47,63.407314106281504,30,True
663,12,7,2,4,10,13,4,0.11216553459901543,6,2,2,0.4963061131653167,19,1,0,33,0,26.32016462480005,38.825136606283955,34126.698161555985,0.3070702892831506,176,0.027133786160393827,1895.9281533443057,924.6931625913962,0.2463696100425599,3,6,17,0.06929932075940926,65,111,17,19,63,30.749533385950144,38,True
459,7,12,1,7,2,17,6,0.1880774249088517,5,2,2,0.3036502831471529,23,4,0,28,0,24.509985257535817,22.533905169280963,11919.804992897869,0.17403740769141143,103,0.04096128754557415,662.2135145877936,534.8210025289198,0.7059625923085886,5,8,18,0.14826968241796654,43,60,17,17,47,24.629752095027257,35,True
386,2,3,1,1,0,4,2,0.27562592533871716,2,2,2,1.0,5,1,0,6,0,17.410765750576488,5.6486523272196,571.1245590418584,0.033593518665320704,24,0.1792194440040379,31.73211958669576,98.78669146890185,0.5,1,2,5,0.16601620333669823,9,15,7,9,12,13.835751358280634,7,True
454,13,19,1,16,11,36,10,0.14626924672827582,18,2,2,0.2360672425262071,53,1,0,53,4,35.43495562829519,62.27147470872343,127463.45230068054,0.6943268831793106,369,0.02114422943931035,7081.305191383888,2086.14067780291,0.11746150654344839,9,18,45,0.09970193504620686,170,198,29,20,99,33.39476765614345,69,True
165,18,6,5,11,7,4,4,0.1261151502832106,2,2,4,1.0,19,1,0,26,0,49.19083666898555,16.435330117623195,12564.931656829103,0.2626257615795656,137,0.06291363728759206,698.0524921301165,777.1117104596223,0.22913637287592054,1,2,16,0.06902878757080265,49,88,29,20,66,42.83356163781113,38,True
865,22,3,8,0,10,4,2,0.07059852623013334,2,2,2,0.9411192987214814,15,1,0,29,0,51.12867005594975,11.649288908407142,6783.870532547155,0.19528954389771852,109,0.08764477194885925,376.8796048764003,586.4403147064832,0.4705596493607407,1,2,15,0.035888070127851855,52,57,28,12,64,28.101267563500713,30,True
1413,13,5,3,2,4,4,3,0.13137012902738007,2,2,3,1.0,14,1,0,27,1,29.636051870518966,15.02329219346546,6688.515339759695,0.15,88,0.07,371.5829983128149,445.19954386174834,0.26096103221904043,1,2,12,0.08,30,57,16,16,49,18.706057478295403,29,True
819,18,15,7,5,16,28,8,0.14879617412708251,13,2,4,0.704012752909725,44,3,0,50,2,112.4455015377759,31.82063192641085,113468.17958465326,1.1877592348254165,537,0.03,6303.78791450458,3568.699939522349,0.43063566401069353,7,14,38,0.0814382145926385,240,297,79,20,96,30.02904551324618,55,True
1213,12,13,4,6,5,21,7,0.24024437363423654,8,2,4,0.5996334395486452,29,4,0,24,0,30.777388665419295,18.603202699353155,9300.87655417856,0.1745723461400861,107,0.05481671977432261,516.713704242521,523.2399771766641,0.5703151265446444,6,10,24,0.1606109340855913,35,71,15,13,51,32.6286752640154,31,True
1066,6,2,2,1,2,3,1,0.18314325445219978,1,1,1,1.0,5,1,0,8,0,15.686302422221686,7.010268225693444,652.9632641964411,0.032408106506828606,25,0.16130538458877186,36.27322668941415,95.97258496501387,0.6204053253414301,0,1,5,0.09832704143854257,8,17,5,7,19,25.842594904728614,9,True
826,7,14,2,5,8,21,7,0.30856907599743366,8,2,3,0.47409188315403905,24,1,0,19,0,28.800935299558354,17.535674291956372,8757.441986935011,0.16734727485750947,100,0.05367363742875474,486.5203144762466,501.05821184580066,0.13367363742875474,6,10,19,0.17795817542747158,33,67,15,16,43,41.43271859721435,25,True
1153,3,3,0,2,1,4,2,0.1803121468094491,2,2,1,0.6718691134908182,5,1,0,9,0,12.925968463038295,7.343738226981636,691.1135982898859,0.03,26,0.13656261773018363,38.392786717089784,94.32539691254168,0.5,1,2,5,0.11343738226981637,9,17,4,7,18,26.442335722301195,11,True
440,28,12,1,21,29,21,6,0.09426482231065479,10,2,2,0.4891172589644841,25,1,0,53,0,48.15501638252028,60.85762128442023,116443.85106862804,0.7384186422314929,390,0.0209558629482242,6469.104861245692,2212.323809731948,0.22147035537869042,5,10,20,0.042610342629439496,147,243,29,19,135,48.6643485003894,74,True
689,7,4,2,15,3,6,2,0.1011217793152769,3,2,2,0.9632981282595863,10,1,0,9,0,97.10031853413057,11.537181940927875,12520.408329247677,0.3688782206847231,196,0.08666346620541693,695.575895249622,1096.844405981975,0.4566250606704201,1,3,9,0.06667306758916614,72,124,35,11,38,69.63558494605874,25,True
854,12,9,5,14,12,16,5,0.12069028645025913,8,2,3,0.611759315095285,26,1,0,29,0,34.324141718701554,26.935858281298444,24900.94081694545,0.31,175,0.04,1383.3876239509623,924.4475565368379,0.19358582812984454,4,8,23,0.07320708593507774,63,112,20,17,71,47.4921258886159,43,True
1014,17,16,10,12,9,29,8,0.12057341783050603,13,2,4,0.5132167722881326,45,3,0,58,0,54.423114680382135,38.71845302527924,79219.69111768379,0.6888531643389879,349,0.028678322771186746,4401.098950982432,2066.4413126195063,0.4183286396355843,7,14,38,0.08925174060169278,138,210,38,21,99,26.514928031736716,71,True
340,13,5,2,3,9,8,3,0.11694751719963611,4,2,2,0.7536832186690926,12,1,0,22,0,22.23104651512607,20.21842394554848,9039.81361814226,0.14589472031115155,94,0.05,502.211896918928,447.882254591883,0.3768416093345463,2,4,11,0.060526398444242284,37,57,12,14,51,36.58557228539407,26,True
1065,4,2,1,1,1,3,1,0.19993066005865007,1,1,1,1.0,5,1,0,9,0,11.219894784838992,7.997908245102609,717.0804250618488,0.030023113313783323,25,0.1300577832844583,39.83502714574787,89.68357894788947,0.5002889164222915,0,1,5,0.11994799504398752,8,17,4,7,17,18.201015780557483,10,True
762,9,6,3,8,6,10,3,0.0827143913983304,5,2,3,0.9509587760350113,27,1,0,28,0,39.2770298593364,38.14764996619176,57040.62227654905,0.4990817081416646,289,0.03,3168.920227382816,1496.3478185743036,0.4255299932383506,2,5,25,0.05726536651333165,110,178,21,14,55,37.6463120368004,37,True
638,27,22,3,15,23,34,11,0.19744029412388228,13,2,3,0.3061390073318973,41,6,0,42,0,34.08300981680856,42.96612062458925,62357.26964675577,0.4830802205929117,260,0.02,3464.2968892682943,1455.9251902719861,0.532082058867176,10,17,32,0.10436007353097057,96,163,25,22,111,46.96954691403121,58,True
982,13,5,0,9,4,8,3,0.1234622831889487,4,2,1,0.3611605487005383,13,1,0,17,0,33.71750463638493,16.204274708147974,8817.823176574379,0.17769181120736752,123,0.06,489.8799415025755,544.9831831133614,0.384242436626863,2,4,12,0.06577047198158117,49,73,13,8,46,45.36973496484042,26,True
406,22,5,1,1,15,9,3,0.07837179357099504,4,2,1,0.6325641285800991,25,1,0,40,0,53.96247254992957,29.185025245582494,40252.45986960314,0.483548083752276,283,0.03540705160725124,2236.2496633399564,1445.271703477463,0.3622115482175372,2,4,24,0.038371793570995044,98,184,21,12,82,29.897350223681045,41,True
483,6,1,1,7,5,0,1,0.08651814705678146,0,0,1,0.9209488676568316,2,1,0,6,0,21.09155123532854,13.461641867627076,3817.1825142602033,0.09,61,0.07882013235308705,212.06347301445572,283.62815200007935,0.9209488676568316,0,0,3,0.04297854411604257,19,42,10,14,28,62.583351971505124,14,True
921,12,12,1,9,4,22,6,0.1231165890785231,11,2,1,0.15954596911258462,26,1,0,44,1,29.438133569793816,36.927387748465414,40088.24242890628,0.3642208527303692,210,0.03,2227.1215418901475,1085.8967337619306,0.15954596911258462,5,11,21,0.08889573634815386,71,139,17,18,73,24.18294175717653,53,True
350,3,6,1,10,0,8,3,0.21,2,3,1,0.4346869209928433,10,2,0,6,1,20.826625981934633,14.257410370204676,4221.864322839243,0.09615805417604961,65,0.07,234.54887474037926,296.46050910603003,0.7425896297953236,2,4,9,0.15231610835209922,21,44,10,13,23,58.16563690274703,17,True
