id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
3477,5,4,13,6,9,3,0.21266148999727308,4,2.0,2,0.6931180133369693,16,1,0,2,0,30.337051352103433,13.664492271808923,5905.236107234257,0.14311801333696927,82,0.07422049666575768,328.06725311069954,420.80928534086144,0.30688198666303074,2,4,15,0.13711024833287885,34,48,18,14,24,90.0,16,True
2045,25,10,66,27,67,13,0.19317477204884168,23,2.7124612462686293,2,0.2465994173451256,86,1,0,2,1,133.56498861261437,27.600239234170417,94119.61621673264,1.1745777609678572,551,0.037764564337403474,5228.870717946646,3530.7173461022358,0.0856480496381757,21,33,74,0.13764564337403473,218,332,66,16,99,97.49444680868379,68,True
945,8,7,21,6,13,4,0.19683663616818978,6,2.2230795381480775,3,0.75,25,1,0,2,2,37.12471317646618,16.108047668866543,9641.406255440836,0.20167728976051186,112,0.06,535.6343295961442,598.0295650377476,0.33386448802559304,3,6,22,0.14509560784460676,45,67,23,16,32,91.18416657092138,24,True
1479,86,34,218,39,146,44,0.18155947038945147,66,2.298768267685991,32,0.6158555204697893,226,17,0,39,0,123.77275862833028,49.62844994737174,306503.36417251464,1.970424685612996,832,0.024623788155780583,17027.962328624642,5903.859811423222,0.3467718131959495,39,73,183,0.15231189407789028,318,513,102,32,299,88.58276804609147,258,True
4562,4,3,14,8,6,2,0.1572117459669242,3,2.0,2,0.8605872983462097,9,1,0,2,1,37.00554465183728,9.035886085353692,2916.688847341184,0.09836476209922741,68,0.12769396773539357,162.04191243606945,306.13581645900524,0.3774003185622887,1,3,9,0.0944234919338484,26,42,13,8,28,90.66054131100313,17,True
5512,1,0,2,0,0,1,0.4643847735434445,0,0.2095013320973853,1,1.0,1,1,0,1,0,10.343605858327651,4.733593985288585,318.9254094749365,0.018380053283895414,15,0.21266745337659151,17.718427473049967,56.28508463159845,0.9298170537473759,0,0,2,0.2342874000926961,5,10,3,6,6,54.073753402633656,3,True
2280,1,2,4,0,0,1,0.215105902271494,0,0.0,1,1.0,3,1,0,1,1,16.13415137007238,5.136684552337861,416.92404688470566,0.028633154476621396,24,0.1958994634298642,23.160324767309184,81.91408359378576,1.0,0,0,4,0.14640214628054327,9,15,4,5,7,78.7743038705791,5,True
1942,6,4,24,15,8,3,0.11376094216640026,3,2.1500486318506677,1,0.5187560789813335,23,2,0,1,2,70.23759653221859,20.69924345184644,23319.433728557455,0.39936831312053317,211,0.06062196050933327,1295.5210061922294,1191.2544838037409,0.5562682369440004,2,4,21,0.07063168687946682,94,116,36,13,45,95.91137956302133,26,True
2630,3,4,18,12,4,2,0.10837453456772896,2,2.0,1,0.5,15,1,0,1,2,58.506359475448306,15.190287841976096,13635.239359265477,0.2983948518525902,160,0.07,757.5124564080272,893.0992626984557,0.5,1,2,15,0.06216051481474098,71,89,30,13,35,96.54822891358566,19,True
4478,6,9,31,17,10,3,0.10807550908012611,4,2.0903775454006306,2,0.8716638855311045,23,3,0,2,6,36.503411337447325,25.083217479312047,22666.785254476123,0.3063848981839748,165,0.038192449091987386,1259.2691403394824,906.0502341446602,0.8969695982432812,2,5,21,0.06265285635608828,67,97,25,19,59,96.11976611997628,33,True
2342,8,1,13,3,15,4,0.29348631062991076,7,2.0871577657477696,3,0.78866949045279,17,1,0,2,0,24.378951136514846,8.80239509035291,1979.9342520705318,0.07522946594486618,47,0.11564211171261152,109.99163786313758,216.1544486627487,0.2697262125982155,3,7,14,0.22738526702756692,21,26,12,10,21,85.63712326761619,16,True
2110,3,1,4,0,4,2,0.4464080303722589,2,0.5103997107403913,1,0.9489600289259609,6,1,0,1,2,15.499902333864654,6.296695605160634,720.0183270821174,0.032759992768509785,25,0.16468800867778827,39.996845726945,103.5778531460587,0.7958401157038435,1,2,6,0.18531199132221177,10,15,6,8,10,58.931994937956844,5,True
1560,63,24,157,33,119,32,0.1970374975009985,50,2.524747463514578,19,0.3960675354858214,174,11,0,24,0,137.1395828418623,39.985639056877936,224783.44864907122,1.7165850409836247,746,0.0308149990003994,12487.96908550362,5149.9808317173665,0.2353300179928108,34,59,143,0.1554074995001997,288,457,92,25,217,92.32225939624124,181,True
3960,13,7,21,9,18,7,0.33,5,3.2954238425125153,5,0.7416179012151553,34,5,0,1,2,35.91615115512884,16.829569752251675,10304.00871242879,0.2016179012151552,115,0.0610477623481056,572.4457485342805,607.4356659872815,0.77619405870264,6,9,29,0.2179044753037888,52,62,23,15,33,96.56231288464984,22,True
1863,49,9,172,28,11,44,0.19224659328838933,5,1.1318815513975975,40,0.8891305031437019,114,5,0,6,4,50.00753092250582,103.9890041905932,762928.1575121833,1.67782861631697,711,0.0202898322854327,42384.89776838009,5033.1693473783025,0.1302898322854327,3,5,72,0.15710167714567297,250,460,62,51,212,96.65608805029923,179,True
2969,12,7,22,8,17,6,0.28462481698445463,6,2.952818791183279,5,0.75,33,4,0,1,2,36.97657062133873,16.821326637998695,10471.887932724001,0.2071640510615284,117,0.06,581.7725053763925,621.9079502197717,0.6082025530764206,5,8,28,0.19447645955375573,51,65,23,15,34,95.05782004943906,24,True
5176,4,2,12,6,6,2,0.23804583940641183,3,1.5409068270211068,2,1.0,7,1,0,2,0,33.68980121181511,6.218111112128534,1487.7929215783702,0.07163627308084428,52,0.16606826105426126,82.65773048795448,223.32987505220316,0.4837962129479292,1,3,7,0.134431987973417,19,32,10,6,23,79.96293325142543,15,True
4536,3,0,3,0,4,2,0.5,2,0.7903077707481256,1,0.7036345859694528,6,1,0,1,1,9.179227172125298,7.463654140305471,822.6902582553353,0.025806155414962513,21,0.1646784560476312,45.7034776379644,79.90003264503665,0.7036345859694528,1,2,6,0.28161231082992505,10,11,3,6,7,65.80615541496252,4,True
2979,13,7,38,18,20,7,0.1800063403829017,8,2.466687801276339,2,0.35329317757495593,32,2,0,2,5,30.934975897892883,30.749721023152325,29901.26814243351,0.32442260534778306,178,0.03,1661.1781060521942,960.5708492652252,0.397798207900461,6,10,27,0.11333756025526778,73,104,22,18,65,96.28778552713466,40,True
2549,1,2,3,0,0,1,0.2728737935361996,0,0.0,1,1.0,3,1,0,1,1,14.67945083549752,5.311738768291514,397.80812650256667,0.02688261231708486,22,0.1906478369512546,22.09774567647051,76.20731615369665,1.0,0,0,4,0.1674086521949817,8,14,4,6,6,72.93974685284384,4,True
2638,4,0,6,1,7,2,0.3797770068562014,3,1.2713757991284935,1,0.523234075326815,11,1,0,1,2,14.56832642685195,9.449815296949726,1349.4400555050074,0.042713757991284934,34,0.1237174520522904,74.96581266605695,130.81094105853649,0.523234075326815,1,3,10,0.25713757991284936,16,17,6,6,10,87.57003829009352,7,True
2990,3,4,14,9,4,2,0.13175487280462667,2,2.0,1,0.5,11,1,0,1,3,39.551585261963375,15.083406295750278,9105.138503547207,0.19819340226588567,114,0.07,505.84315557774073,600.0300629472623,0.5,1,2,11,0.07218065977341143,47,66,20,13,30,95.81341828328316,15,True
1382,6,3,25,13,10,3,0.13126273781891365,5,2.0,1,0.44304140242342926,23,1,0,2,3,48.889811167897946,30.39694077851827,32340.103937274605,0.37443312193874345,214,0.04152070121171464,1796.6692622618689,1114.3591014388085,0.3291242072702878,2,5,22,0.07847929878828537,93,120,26,13,45,94.92242998711558,27,True
3467,13,7,22,9,18,7,0.3062138044999174,6,3.132277249905563,5,0.75,35,5,0,1,2,36.94013920490639,16.99673716156183,10676.121103931999,0.20851336278124483,118,0.06,593.1188676274878,627.7801548239776,0.6756681390622419,6,9,30,0.2066202650312035,53,65,23,15,35,96.01043412355885,24,True
2079,23,9,56,23,61,12,0.21051310159662195,21,2.746157219159463,1,0.1395705882914391,76,1,0,2,1,116.27120584950814,27.14414465358801,79015.18873822331,1.007958555881768,473,0.036837700532207314,4389.733201573902,3027.6153010614526,0.18384278084053668,19,30,66,0.14735080212882926,188,285,58,16,84,97.37351898355655,58,True
3428,1,1,1,2,0,1,0.4060343327590308,0,0.0,1,1.0,2,1,0,1,0,12.805075103500462,6.64272516392823,630.5566984152078,0.03127588006891631,24,0.15496549324144493,35.02926869123567,89.19505654984539,1.0,0,0,3,0.18610334627614095,9,15,4,7,7,65.03450675855507,2,True
3377,3,1,3,0,4,2,0.5,2,0.7089840022163092,1,0.734130999168884,7,1,0,1,0,10.399237524499108,8.126952006648928,873.0555504405874,0.03063476003324464,23,0.1380957199002661,48.49848001558942,90.10897503359693,0.734130999168884,1,2,7,0.27835936008865236,10,13,4,8,6,64.17968004432618,4,True
3853,11,5,18,8,15,6,0.33,4,3.2281604041973955,4,0.7253116131387626,28,5,0,1,2,34.002200592162254,16.12839936496679,9142.36709444066,0.18531161313876252,106,0.06308604835765469,507.9095368999374,555.2718504309013,0.8271512089413671,5,7,23,0.21382790328469065,48,57,22,15,29,95.59412703011402,19,True
2596,4,0,4,1,7,2,0.5,3,1.179084107810212,1,0.5578434595711705,10,1,0,1,2,12.831189344796348,9.373069144992678,1267.1837162247268,0.03768626161715318,31,0.1210457946094894,70.39520645692927,120.99293037422197,0.5578434595711705,1,3,9,0.264326728624817,15,16,6,8,9,73.58168215620424,5,True
1620,16,5,33,17,25,8,0.23437314635641474,9,2.6901706272417774,4,0.48650964814983666,34,6,0,4,4,23.921431657071356,38.98811962313311,35785.00990355447,0.30267804181611846,180,0.023660979091940752,1988.0562394903482,910.8955093248373,0.6645437735981922,7,12,27,0.14535608363223698,73,107,16,17,60,91.85634634345047,38,True
2113,11,5,31,15,18,6,0.18239266029918852,8,2.3098165074797126,2,0.33184036835446323,29,2,0,2,5,26.737121050286483,34.676612988265795,32189.1506347722,0.30901834925202876,180,0.02619633014959425,1788.2825471917556,916.152034986928,0.34251559344066784,5,9,25,0.1123926602991885,75,105,18,16,55,95.0523962890669,34,True
4563,5,2,10,6,7,3,0.24529441607803712,3,2.152944160780371,2,0.67,12,1,0,1,0,27.55235279196098,12.911414719172567,4598.866948566879,0.12152944160780371,71,0.07847055839219629,255.49047100047147,355.8152557935423,0.4324725877228487,2,3,11,0.14917664964682228,31,40,17,14,20,90.35330101140266,12,True
3599,1,1,1,0,0,1,0.49695079256099195,0,0.0,1,1.0,2,1,0,1,0,9.084773568404211,6.020856578882815,332.6416429361416,0.020365904892680968,15,0.16951212680975872,18.475199690494584,54.91955120450605,1.0,0,0,3,0.24792653894147454,4,11,3,8,4,50.48787319024129,2,True
1067,52,20,136,26,84,27,0.17,40,2.059764870189666,20,0.5746973128621006,136,11,0,25,2,65.40880096526605,48.70433575117366,191830.8174099627,1.1767081826553236,527,0.02,10657.26464544831,3520.1975450211944,0.3057378472586398,22,42,110,0.1229864885344869,205,322,58,24,192,89.6961537579132,161,True
2069,1,1,1,0,0,1,0.4699776915460796,0,0.0,1,1.0,2,1,0,1,2,12.988500220660502,5.545413984629235,397.19803150988923,0.020909766922846074,19,0.18181953384569213,22.062870587643367,71.7710856780908,1.0,0,0,3,0.1663609323086157,7,12,5,7,6,53.032253153845964,2,True
2069,1,1,2,0,0,1,0.3365062206711568,0,0.0,1,1.0,2,1,0,1,2,14.893502123148036,5.302738583038467,412.6160086909561,0.024954356949358884,22,0.18990871389871777,22.920323673264082,78.26669726067037,1.0,0,0,3,0.15018257220256448,8,13,5,6,6,66.51287171221315,3,True
2466,3,1,5,0,5,2,0.31613516732830804,2,0.8856676807776243,1,0.6678746197083909,8,1,0,1,2,15.387956178347547,8.099836882721686,1071.0629352476346,0.03885667680777624,32,0.14685993915334256,59.50084566077884,117.32851378158186,0.6678746197083909,1,2,8,0.21856676807776243,14,17,5,6,9,86.28370171539338,6,True
3104,2,0,3,5,2,1,0.29542400483659653,1,0.36339203869277226,1,0.8637279854902105,3,1,0,1,0,18.0689355606328,8.489475922995997,1275.1167623498004,0.05,40,0.12091519903268069,70.84229582817177,149.52080911980116,0.8637279854902105,0,1,4,0.12542400483659655,18,21,7,6,12,90.0,4,True
765,9,3,29,13,15,5,0.1711285016783768,7,1.98119163869372,2,0.4048901739396328,28,1,0,3,4,24.45977570186388,43.06972090327929,56088.33162697498,0.3633223680197868,221,0.0199059581934686,3116.0161806004326,1082.907570949812,0.1992476655477488,3,7,24,0.10150466890450241,92,128,14,13,51,93.05883926609746,32,True
2230,6,5,16,6,10,3,0.19577748385330004,5,2.0,2,0.7156300215289333,19,1,0,2,1,33.04130633616311,14.545274592319515,7283.412806743223,0.1656300215289333,93,0.06859249461776668,404.6334069725932,488.05828181230595,0.2843699784710667,2,5,17,0.13429624730888334,37,55,20,15,27,90.0,19,True
4949,1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.5192955249571,2.1187975935782255,41.66480300962117,0.0020626586452607513,6,0.5771803609632663,2.3169160953552703,15.40322924863452,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,True
4937,3,1,9,4,4,2,0.3148997874218655,2,1.0888247798713795,2,1.0,5,1,0,2,0,26.25002125781345,4.347276799363657,1037.3285036772193,0.048997115094212076,37,0.38690555723344133,57.632441544506584,158.23114485748,0.6352436987430878,1,2,5,0.16833814150964654,14,23,7,5,17,71.17219784459897,11,True
3084,6,1,9,3,9,3,0.31710396155345677,3,2.6775990388364197,2,0.7119121249512654,10,2,0,1,2,26.40416470320892,12.002586790493396,4064.0384313424643,0.11065594233018519,65,0.08612004805817901,225.77717151582192,321.0522452396783,0.7420792310691358,2,4,8,0.2096720288349074,28,36,16,13,17,89.95324897389423,11,True
4641,4,3,11,7,7,2,0.22375396028897165,3,2.0,1,0.6567271656140647,13,1,0,1,0,27.341388610114006,12.934889111908793,4574.286220628666,0.12,71,0.07921924503612146,254.12531053823514,353.2787182192742,0.34327283438593525,1,3,12,0.13531547021672874,30,40,16,13,22,90.40911560107236,13,True
3150,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,10.025696744243099,5.881589250639656,343.6915901613332,0.02,16,0.1729602687340086,19.0893061499334,58.66628448605024,1.0,0,0,3,0.22631785012793115,4,11,3,8,4,50.0,2,True
2562,14,6,34,17,21,7,0.20265171776673715,8,2.5542216475717305,2,0.3460290358241217,31,3,0,2,4,27.03013165885976,32.78431451752331,28768.55164543634,0.293614776504782,166,0.028192611747608974,1598.2497300824234,872.2452144046431,0.4968733653384679,6,10,26,0.1272295530095641,68,97,19,18,60,95.0330208350739,37,True
4870,2,0,2,0,3,1,0.5,1,0.5335386963735291,1,0.7999229888599266,5,1,0,1,1,8.363985360985955,6.500770111400734,599.2613643429082,0.020670773927470583,18,0.18265229125385296,33.291260582696395,63.68763328902463,0.7999229888599266,0,1,5,0.2713415478549412,7,10,3,6,6,60.670773927470584,3,True
3853,2,1,7,6,2,1,0.21643642222560616,1,0.7458572838754189,1,1.0,4,1,0,1,0,27.59954087569535,7.344529930901045,1421.169823524925,0.06491714567750838,49,0.13745857283875418,78.95756079102809,197.585945799941,0.7501378099017346,0,1,4,0.08745857283875419,20,28,9,6,18,89.58604920744914,9,True
2119,3,1,7,0,4,2,0.20563911329598544,2,0.5939852215997574,1,0.9406014778400242,7,1,0,1,1,19.292519679547173,5.988985393963596,800.2515141406016,0.04187970443199515,31,0.1762405911360097,44.455760810219644,120.31625541442614,0.762405911360097,1,2,7,0.1596992610799879,12,18,7,6,12,83.82597766003579,9,True
3486,3,3,11,7,4,2,0.16155319107006497,2,2.0,1,0.524550531023888,9,1,0,1,3,25.164361687452274,14.676510650038182,5414.043255660821,0.12,77,0.07144414888375812,300.7836625485675,368.5023564856016,0.47544946897611196,1,2,9,0.08866489330254873,30,47,13,13,25,94.48326598491074,13,True
2149,3,4,22,14,4,2,0.0820844782867063,2,2.0,1,0.5057902174630731,20,1,0,1,2,80.48304703074938,15.333201695815807,18907.28643768058,0.41490460863249573,213,0.06976839130147708,1050.4004734532705,1233.5292212023976,0.49420978253692693,1,2,20,0.05185286958818337,97,115,41,13,41,97.26768312829894,24,True
3261,3,3,11,7,4,2,0.16148181934547945,2,2.0,1,0.49179870046751467,9,1,0,1,3,24.37486697395449,14.901584405610176,5448.814306417325,0.11770363613090411,77,0.07032805198129942,302.71607697986695,364.2752421421561,0.49179870046751467,1,2,9,0.08820129953248533,29,48,12,12,25,95.0681007617991,12,True
2104,2,1,6,0,3,1,0.1948556393604428,1,0.41426065600738005,1,0.958573934399262,6,1,0,1,1,18.680557533705127,5.689743992252287,688.7827440688973,0.0382852131201476,29,0.1834295737597048,38.26335090273428,110.04499649082177,0.834295737597048,0,1,6,0.15071303280036902,12,17,6,6,10,83.67590764776617,8,True
4468,6,9,31,17,10,3,0.10862503934020847,4,2.0931251967010422,2,0.8677622206845199,23,3,0,2,6,36.448183546309046,25.1182775099053,22688.943248764084,0.3062749921319583,165,0.03813749606597915,1260.500088122067,905.7200763644028,0.8938372757608117,2,5,21,0.06303752753814593,67,97,25,19,59,96.12097508654846,33,True
3140,4,2,9,5,7,2,0.29948248268437744,3,2.0,1,0.39322679808258754,11,1,0,1,3,19.74593043795831,13.71872157699105,3992.035932574868,0.09010350346312451,62,0.0742709280766965,221.78065936965098,279.4836917106418,0.39322679808258754,1,3,11,0.18677320191741248,26,36,10,10,20,93.00203368781104,10,True
1740,10,6,42,21,18,5,0.14325580788368783,8,2.076411977475178,3,0.5757475481929086,33,1,0,3,5,34.949138643146156,38.91690964693332,49599.47241620658,0.439335570717731,253,0.023820598873758883,2755.526570188504,1310.1472103446538,0.1770764067574467,4,9,30,0.08471760450496446,104,148,20,14,73,94.23112984298156,45,True
2618,3,4,18,12,4,2,0.10762806980259665,2,2.0,1,0.5,15,1,0,1,2,59.11152912432343,15.193700252330986,13779.872026125395,0.30159398656030006,161,0.07,765.5475097777351,902.4560918915656,0.5,1,2,15,0.06184060134397,71,90,30,13,35,96.57168923477553,19,True
2069,1,1,1,0,0,1,0.45182915161835796,0,0.0,1,1.0,2,1,0,1,2,13.247529381447073,5.512416639306105,399.2944628494188,0.021459722678231576,20,0.18291944535646315,22.179461207785096,72.65431462123992,1.0,0,0,3,0.1641611092870737,7,12,5,7,6,54.865255686545844,2,True
4126,1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.422763527093052,4.01839005894978,188.23519590974016,0.011192844706443465,10,0.3901788823389134,10.455935888710837,35.20451664118283,1.0,0,0,3,0.25,3,7,2,6,4,50.0,2,True
2938,13,11,61,31,22,7,0.12428278526854457,10,2.291060444757042,6,0.8205404739386151,43,2,0,4,6,47.58645779132947,35.74669687914337,58349.77063544425,0.555987451700763,299,0.028482325920715965,3241.6581156901116,1662.2440236910231,0.2401664892327463,6,11,38,0.07517674079284034,121,178,29,16,105,95.14280488529401,66,True
3382,4,2,9,5,5,2,0.2420493657431233,2,2.511385365239574,1,0.5869355120907276,7,2,0,1,3,26.16630975440883,14.360768293450533,5381.835299445489,0.12511385365239575,76,0.07,298.9921692808507,374.909697556677,0.755692682619787,1,2,7,0.14136624382874888,31,45,15,14,20,93.74164087984805,10,True
2204,1,1,5,0,1,1,0.2195054395293709,0,0.30003296684467196,1,0.887487637433248,4,1,0,1,2,16.632429945455073,6.050115383956352,648.392793160805,0.03300032966844672,28,0.1819980219893197,36.01982180563712,96.85765235605551,0.887487637433248,0,0,5,0.1600032966844672,11,16,5,5,8,84.33060994442698,6,True
2202,5,3,13,4,8,3,0.26488972451382287,3,2.5930607782113926,2,0.7025551377430886,13,2,0,1,2,31.44103288247795,14.62084993462762,6905.274112796216,0.1584857455252025,89,0.06593060778211393,383.62557724250485,464.7638907079002,0.6947955836585445,2,4,12,0.1715142544747975,37,52,20,15,21,91.36997039766833,15,True
2518,1,2,3,0,0,1,0.2663584167848125,0,0.0,1,1.0,3,1,0,1,1,14.843519868236996,5.29199520237822,399.96412390029843,0.027080047976217804,22,0.19124014392865343,22.217589121564206,76.85095640247005,1.0,0,0,4,0.16503942428538637,8,14,4,6,6,73.59779990473393,4,True
3442,1,1,1,2,0,1,0.41354232679992675,0,0.0,1,1.0,2,1,0,1,0,12.497847987346997,6.5913704846885,605.9545035419999,0.030374920784008788,23,0.1561667722879883,33.66221313626933,86.36454279642761,1.0,0,0,3,0.1912087822239502,8,14,4,7,6,63.83322771201172,2,True
652,30,3,96,15,11,26,0.20212611630960947,5,1.4645647281731753,22,0.5392131706749744,70,3,0,4,3,30.496561151296447,78.22101589509715,434270.52359227766,1.0039397370652625,457,0.017322823640865875,24126.13738242069,3008.8926933704024,0.178582589126927,2,5,46,0.14283482174614598,167,290,35,33,121,94.12567383632239,100,True
3005,1,2,2,0,0,1,0.3710208827426261,0,0.0,1,1.0,3,1,0,1,0,12.207928680026598,5.6091541901291695,365.3303624378946,0.0239084580987083,19,0.18172537429612493,20.292434065915938,66.51157340178906,1.0,0,0,4,0.2030985028155004,6,12,3,7,5,63.02689084299477,3,True
2866,6,0,6,1,10,3,0.5,5,1.783112410960902,1,0.3313328458896617,14,1,0,1,2,12.970115854521007,11.305959715074886,1714.6418429157266,0.046746686164413534,37,0.0908443794519549,95.25399127309593,146.95708698515438,0.3313328458896617,2,5,12,0.3126489928768722,19,18,6,8,11,85.66224821921804,7,True
1611,48,18,118,30,102,25,0.20670991827006177,41,2.6659648067429016,11,0.258719160565123,142,6,0,15,0,145.49268541802533,33.959720917751525,173715.60890059528,1.5579573403709872,692,0.034683967308024706,9650.868166911061,4678.872036771064,0.16568858845555529,30,51,119,0.15734198365401236,269,422,85,21,166,94.65911625404692,133,True
1548,57,8,195,26,8,52,0.21232102390158816,4,0.8994407758763475,47,0.8954697970215542,130,6,0,6,3,49.51517909799263,119.16104753825296,915598.536289475,1.912382489797504,797,0.018176734326148615,50866.58453907499,5738.701059513871,0.12817673432614862,2,4,79,0.17823265673851385,277,519,68,58,234,96.75751675234487,202,True
1369,103,40,265,42,158,55,0.17530975751071692,74,2.035751804184775,43,0.7861947170958364,261,22,0,49,0,110.86166873283963,62.185775409143105,417925.23807440954,2.189203666308943,907,0.01955752020744026,23218.06486844054,6555.460472152327,0.416283126430648,42,79,208,0.15486727771815714,342,564,110,39,359,86.29265704434788,315,True
4625,7,9,29,16,10,4,0.14794350246137622,4,2.3211035761401266,3,0.9396421849360664,25,3,0,1,5,37.97716761043686,22.30275330587635,19273.31905249691,0.28585687397442655,154,0.044828625205114686,1070.744008461594,848.6670399761141,0.9396421849360664,3,5,23,0.09104331424347482,64,90,26,18,53,96.31660263505061,30,True
567,45,4,145,17,8,41,0.2251075634147181,4,1.081540609754698,36,0.6387994414637785,101,5,0,5,3,34.97219797501636,104.28197691229035,714652.5511818317,1.4788896439041743,633,0.01540770304877349,39702.91626736911,4436.806606834486,0.16326162439018793,2,4,62,0.17347675121962416,223,410,50,47,172,94.91661864085656,151,True
2241,21,8,52,21,53,11,0.2066292574028433,19,2.6995510888341196,1,0.16805211237914913,68,1,0,2,2,99.60951425819776,27.743551274161184,68971.91072601551,0.8720240090995155,414,0.03554308580094777,3831.7723770072744,2616.61007848429,0.2304489111658804,17,26,58,0.14217234320379107,165,249,51,17,79,97.1702644707488,54,True
3646,5,1,8,4,6,3,0.3176252878703019,2,2.876252878703019,2,0.67,7,2,0,1,2,27.51618735606485,13.62749034991599,5113.913387338059,0.12876252878703018,74,0.07123747121296982,284.1045638814914,375.0408015159262,0.9170894287310226,2,3,6,0.19257517272218114,32,41,17,14,15,92.02414414980397,9,True
452,85,6,276,22,0,80,0.2822090934417028,0,0.09021049699080959,74,0.9175397137184325,183,9,0,8,1,47.80108223453508,171.9817148327817,1447112.3936084285,2.7289694075820012,1094,0.010820095427189178,80395.12889828846,8194.972438292942,0.12082009542718918,0,0,104,0.25179904572810824,369,725,91,85,309,97.11063541949493,284,True
3063,1,0,3,5,0,1,0.24455486981250643,0,0.0,1,1.0,1,1,0,1,0,19.059316875500155,7.525546214898656,1093.5244695859944,0.04863871745312661,39,0.13476448891405687,60.75487017629223,143.82384654926278,1.0,0,0,2,0.08340320636718349,17,21,6,5,11,89.54601227061772,4,True
3254,1,0,2,4,0,1,0.31336380871285335,0,0.0,1,1.0,1,1,0,1,0,16.597152947470043,7.276591548404083,934.2194716097221,0.0423963429544576,33,0.14013820939405655,51.90271770956366,124.1318441152543,1.0,0,0,2,0.12308738992474028,14,19,5,6,9,79.86179060594347,3,True
1390,17,4,33,17,25,9,0.24213548506829863,9,2.7234377931498512,4,0.5208857195881796,34,6,0,4,4,23.160722463306733,40.50621129407155,37501.96049433054,0.30489585287665677,184,0.022552073561671625,2083.4431842985687,920.3533645925028,0.70557327821815,8,12,27,0.14979170575331352,74,109,15,16,60,91.07900356673181,38,True
1773,27,9,63,25,75,14,0.2178193027480385,26,2.833831632976462,1,0.08599177984771753,93,1,0,2,0,147.61480878908526,26.016554275886055,97908.37953468486,1.2636755961813482,584,0.03927310091601284,5439.35667138871,3800.7891671093444,0.09616836702353777,24,37,80,0.15709240366405136,231,353,72,16,93,97.75587684381402,65,True
1394,4,5,22,11,7,2,0.11849034741451697,3,2.0,1,0.6069176317069915,21,1,0,1,2,62.54708884044798,15.563772200291941,14965.149710913858,0.3259124840978474,171,0.06572329473172034,831.3949000700708,967.3456865261251,0.3930823682930084,1,3,20,0.0842136421462373,75,96,33,14,37,94.25813128039992,24,True
2637,19,11,66,30,45,10,0.14960490966721862,17,2.4728270031697024,3,0.5334343446908109,66,1,0,3,4,95.55028368464824,30.719115216321605,78806.7811258649,0.9058969429478481,442,0.03413374247226822,4378.15826247986,2717.2425996842767,0.1110638026941225,14,22,58,0.10133742472268217,176,266,50,16,105,96.88446873534106,69,True
4403,5,2,12,6,7,3,0.23106251639769926,3,2.4180148023394072,2,0.8620551152279956,8,1,0,2,1,35.79164936271024,9.66446391242264,3274.966433358222,0.10672059209357629,69,0.11655881581284741,181.94382289033396,321.64464174785826,0.6100699175674029,2,3,7,0.14180148023394074,28,40,15,10,23,90.31961062400077,14,True
1635,28,9,64,25,77,14,0.22227533272409958,26,2.8565870009138505,1,0.1001481585943195,94,1,0,2,0,149.2588973980265,26.72210238763761,100015.35383274492,1.2814101823544357,593,0.03886233363795021,5556.411324041385,3855.8224017214443,0.11152482221481741,25,38,81,0.16,234,359,72,16,94,97.38194113068064,66,True
2125,3,1,8,1,5,2,0.21019741064235353,2,0.6699568440392258,2,0.9330043155960774,8,1,0,1,1,19.551203053953564,6.11547814532531,847.3706338100086,0.04339913688078452,32,0.17320172623843097,47.07336306137152,124.65803363684175,0.7320172623843098,1,2,7,0.16349784220196129,13,19,7,6,12,83.88941396477276,9,True
2420,5,5,31,18,7,3,0.08406628513695054,3,2.0406628513695053,2,0.5731931324651096,25,1,0,1,3,75.56509112977832,19.172805167260634,27720.97387781385,0.45659656623255485,236,0.061867429726098926,1540.051467116386,1359.0313877735507,0.42680686753489033,2,3,24,0.05203314256847527,105,131,39,13,56,97.1858571789406,33,True
